species
helmitheros-vermivorum
sayornis-phoebe
ixobrychus-exilis
spizella-atrogularis
baeolophus-inornatus
tyrannus-couchii
artemisiospiza-belli
setophaga-dominica
ammodramus-leconteii
melozone-aberti
bombycilla-cedrorum
podiceps-grisegena
tringa-semipalmata
megaceryle-torquata
branta-bernicla
empidonax-oberholseri
leiothlypis-luciae
colinus-virginianus
ardea-alba
charadrius-semipalmatus
falco-peregrinus
melanerpes-erythrocephalus
tyrannus-dominicensis
antrostomus-vociferus
vireo-philadelphicus
ortalis-vetula
lagopus-lagopus
fulmarus-glacialis
podiceps-auritus
pinicola-enucleator
quiscalus-major
tachycineta-thalassina
buteo-jamaicensis
gallus-gallus
catharus-minimus
polioptila-melanura
tringa-flavipes
coccyzus-americanus
callipepla-squamata
oreortyx-pictus
antrostomus-carolinensis
tringa-melanoleuca
geococcyx-californianus
hydroprogne-caspia
alopochen-aegyptiaca
calidris-alba
oporornis-agilis
poecile-hudsonicus
columbina-passerina
megascops-asio
vireo-altiloquus
tympanuchus-cupido
mareca-strepera
perisoreus-canadensis
calamospiza-melanocorys
sitta-pygmaea
sitta-pusilla
laterallus-jamaicensis
pyrocephalus-obscurus
thalasseus-maximus
agapornis-roseicollis
cygnus-columbianus
mergus-merganser
oreoscoptes-montanus
clangula-hyemalis
baeolophus-ridgwayi
gymnorhinus-cyanocephalus
icterus-gularis
protonotaria-citrea
euphagus-carolinus
sphyrapicus-varius
setophaga-kirtlandii
spizelloides-arborea
agelaius-tricolor
icterus-graduacauda
dryocopus-pileatus
gelochelidon-nilotica
larus-marinus
aphelocoma-woodhouseii
spinus-lawrencei
arremonops-rufivirgatus
pica-hudsonia
himatione-sanguinea
porphyrio-martinica
patagioenas-fasciata
phalacrocorax-brasilianus
calidris-pusilla
buteo-platypterus
centrocercus-urophasianus
euphagus-cyanocephalus
phoebastria-nigripes
buteo-lineatus
pycnonotus-cafer
botaurus-lentiginosus
aphelocoma-californica
setophaga-palmarum
gygis-alba
sayornis-saya
accipiter-cooperii
empidonax-fulvifrons
cyanocorax-luxuosus
setophaga-occidentalis
athene-cunicularia
meleagris-gallopavo
melanerpes-uropygialis
actitis-macularius
fratercula-arctica
passerina-versicolor
dryobates-scalaris
cardellina-rubrifrons
zonotrichia-querula
larus-glaucescens
antrostomus-arizonae
selasphorus-platycercus
catharus-bicknelli
crithagra-mozambica
pluvialis-dominica
geopelia-striata
crotophaga-sulcirostris
megascops-trichopsis
podiceps-nigricollis
spatula-discors
rallus-elegans
tyto-furcata
ardea-herodias
amazilia-violiceps
calcarius-ornatus
chamaea-fasciata
larus-californicus
ammodramus-maritimus
larus-delawarensis
aphelocoma-wollweberi
tringa-solitaria
sternula-antillarum
vireo-atricapilla
toxostoma-longirostre
sphyrapicus-thyroideus
eugenes-fulgens
limosa-fedoa
aquila-chrysaetos
leiothlypis-virginiae
sphyrapicus-nuchalis
phalacrocorax-pelagicus
calidris-bairdii
gavia-immer
buteo-plagiatus
piranga-hepatica
calidris-minutilla
francolinus-francolinus
rallus-obsoletus
numenius-americanus
larus-hyperboreus
sterna-dougallii
spatula-clypeata
aechmophorus-occidentalis
leuconotopicus-borealis
bartramia-longicauda
micrathene-whitneyi
anthus-rubescens
baeolophus-atricristatus
alca-torda
chordeiles-acutipennis
anthus-spragueii
falco-sparverius
ammodramus-nelsoni
calidris-fuscicollis
picoides-dorsalis
acanthis-hornemanni
aix-sponsa
pica-nuttalli
toxostoma-lecontei
leucophaeus-atricilla
tyrannus-forficatus
strix-nebulosa
larus-heermanni
polioptila-californica
megaceryle-alcyon
falco-columbarius
rostrhamus-sociabilis
artemisiospiza-nevadensis
coccyzus-erythropthalmus
rynchops-niger
gavia-arctica
baeolophus-wollweberi
bucephala-clangula
asio-flammeus
stercorarius-parasiticus
sterna-forsteri
paroaria-coronata
phalaropus-fulicarius
limnodromus-scolopaceus
calidris-canutus
patagioenas-flavirostris
picoides-arcticus
calidris-melanotos
tachybaptus-dominicus
motacilla-tschutschensis
cygnus-buccinator
dendragapus-fuliginosus
stercorarius-longicaudus
elanoides-forficatus
calidris-maritima
phalacrocorax-auritus
petrochelidon-fulva
lagopus-muta
leucophaeus-pipixcan
sphyrapicus-ruber
selasphorus-rufus
calidris-himantopus
plegadis-chihi
chloroceryle-americana
recurvirostra-americana
branta-hutchinsii
chroicocephalus-philadelphia
anas-carolinensis
lagopus-leucura
